,mass A,,
t,x,y,
0,000,0,112,-0,132
0,041,0,113,-0,128
0,083,0,113,-0,125
0,124,0,113,-0,121
0,166,0,113,-0,117
0,207,0,113,-0,112
0,248,0,113,-0,109
0,290,0,110,-0,103
0,331,0,110,-0,101
0,373,0,109,−9,767E−2
0,414,0,109,−9,500E−2
0,455,0,108,−9,302E−2
0,497,0,108,−9,212E−2
0,538,0,107,−9,235E−2
0,579,0,107,−9,373E−2
0,621,0,106,−9,508E−2
0,662,0,106,−9,687E−2
0,704,0,105,−9,871E−2
0,745,0,105,−9,960E−2
0,786,0,104,-0,100
0,828,0,104,-0,101
0,869,0,103,-0,101
0,911,0,103,-0,102
0,952,0,102,-0,102
0,993,0,101,-0,103
1,035,0,100,-0,104
1,076,9,959E−2,-0,105
1,118,9,902E−2,-0,107
1,159,9,822E−2,-0,109
1,200,9,784E−2,-0,111
1,242,0,101,-0,113
1,283,0,100,-0,115
1,325,0,100,-0,116
1,366,9,975E−2,-0,117
1,407,9,941E−2,-0,118
1,449,9,910E−2,-0,120
1,490,9,905E−2,-0,122
1,531,9,928E−2,-0,124
1,573,9,952E−2,-0,126
1,614,9,963E−2,-0,128
1,656,9,989E−2,-0,129
1,697,0,100,-0,130
1,738,0,101,-0,130
1,780,0,101,-0,131
1,821,0,101,-0,130
1,863,0,102,-0,130
1,904,0,102,-0,129
1,945,0,103,-0,127
1,987,0,104,-0,126
2,028,0,105,-0,126
2,070,0,106,-0,127
2,111,0,107,-0,128
2,152,0,108,-0,131
2,194,0,109,-0,133
2,235,0,109,-0,134
2,276,0,109,-0,136
2,318,0,110,-0,137
2,359,0,110,-0,137
2,401,0,111,-0,136
2,442,0,112,-0,135
2,483,0,114,-0,133
2,525,0,114,-0,133
2,566,0,115,-0,132
2,608,0,114,-0,131
2,649,0,114,-0,129
2,690,0,115,-0,128
2,732,0,115,-0,126
2,773,0,115,-0,123
2,815,0,115,-0,121
2,856,0,116,-0,119
2,897,0,116,-0,117
2,939,0,116,-0,114
2,980,0,115,-0,111
3,022,0,115,-0,108
3,063,0,115,-0,106
3,104,0,115,-0,105
3,146,0,114,-0,103
3,187,0,114,-0,102
3,228,0,114,-0,101
3,270,0,113,-0,101
3,311,0,109,-0,102
3,353,0,109,-0,102
3,394,0,108,-0,101
3,435,0,107,-0,101
3,477,0,107,-0,101
3,518,0,106,-0,101
3,560,0,105,-0,102
3,601,0,104,-0,102
3,642,0,103,-0,103
3,684,0,102,-0,104
3,725,0,101,-0,105
3,767,0,101,-0,106
3,808,9,974E−2,-0,107
3,849,9,885E−2,-0,108
3,891,9,790E−2,-0,109
3,932,9,698E−2,-0,110
3,974,9,602E−2,-0,111
4,015,9,530E−2,-0,112
4,056,9,490E−2,-0,113
4,098,9,765E−2,-0,114
4,139,9,758E−2,-0,116
4,180,9,696E−2,-0,119
4,222,9,652E−2,-0,121
4,263,9,586E−2,-0,123
4,305,9,554E−2,-0,124
4,346,9,581E−2,-0,125
4,387,9,641E−2,-0,126
4,429,9,681E−2,-0,128
4,470,9,737E−2,-0,130
4,512,9,769E−2,-0,131
4,553,9,803E−2,-0,134
4,594,9,850E−2,-0,136
4,636,9,915E−2,-0,138
4,677,0,100,-0,139
4,719,0,102,-0,139
4,760,0,103,-0,138
4,801,0,105,-0,138
4,843,0,106,-0,138
4,884,0,107,-0,138
4,925,0,108,-0,139
4,967,0,109,-0,140
5,008,0,110,-0,141
5,050,0,110,-0,141
5,091,0,111,-0,142
5,132,0,111,-0,143
5,174,0,112,-0,143
5,215,0,112,-0,141
5,257,0,113,-0,139
5,298,0,114,-0,136
5,339,0,114,-0,132
5,381,0,114,-0,129
5,422,0,115,-0,126
5,464,0,115,-0,123
5,505,0,115,-0,119
5,546,0,115,-0,116
5,588,0,114,-0,113
5,629,0,114,-0,110
5,671,0,114,-0,107
5,712,0,111,-0,103
5,753,0,110,-0,100
5,795,0,110,−9,678E−2
5,836,0,109,−9,378E−2
5,877,0,108,−9,145E−2
5,919,0,107,−9,006E−2
5,960,0,106,−8,946E−2
6,002,0,105,−8,943E−2
6,043,0,105,−8,997E−2
6,084,0,104,−9,140E−2
6,126,0,103,−9,337E−2
6,167,0,102,−9,523E−2
6,209,0,101,−9,674E−2
6,250,9,980E−2,−9,829E−2
6,291,9,869E−2,-0,100
6,333,9,765E−2,-0,102
6,374,9,691E−2,-0,104
6,416,9,635E−2,-0,107
6,457,9,565E−2,-0,109
6,498,9,498E−2,-0,111
6,540,9,403E−2,-0,111
6,581,9,694E−2,-0,113
6,623,9,628E−2,-0,114
6,664,9,556E−2,-0,116
6,705,9,491E−2,-0,118
6,747,9,448E−2,-0,120
6,788,9,415E−2,-0,122
6,829,9,407E−2,-0,125
6,871,9,407E−2,-0,127
6,912,9,438E−2,-0,128
6,954,9,499E−2,-0,128
6,995,9,559E−2,-0,128
7,036,9,594E−2,-0,128
7,078,9,639E−2,-0,128
7,119,9,703E−2,-0,130
7,161,9,798E−2,-0,131
7,202,9,916E−2,-0,134
7,243,0,100,-0,137
7,285,0,102,-0,139
7,326,0,103,-0,142
7,368,0,104,-0,144
7,409,0,105,-0,146
7,450,0,105,-0,146
7,492,0,106,-0,146
7,533,0,107,-0,146
7,574,0,108,-0,145
7,616,0,109,-0,146
7,657,0,110,-0,146
7,699,0,111,-0,146
7,740,0,112,-0,146
7,781,0,113,-0,146
7,823,0,114,-0,146
