,mass A,,
t,x,y,
0,000,0,105,-0,123
0,048,0,105,-0,122
0,097,0,105,-0,121
0,145,0,106,-0,119
0,193,0,106,-0,119
0,242,0,106,-0,119
0,290,0,107,-0,118
0,338,0,107,-0,118
0,387,0,107,-0,121
0,435,0,108,-0,122
0,483,0,108,-0,123
0,531,0,108,-0,122
0,580,0,108,-0,121
0,628,0,109,-0,120
0,676,0,108,-0,121
0,725,0,107,-0,120
0,773,0,107,-0,116
0,821,0,108,-0,112
0,870,0,109,-0,108
0,918,0,108,-0,104
0,966,0,105,-0,100
1,015,0,108,-0,103
1,063,0,108,-0,110
1,111,0,108,-0,113
1,160,0,108,-0,114
1,208,0,108,-0,114
1,256,0,107,-0,113
1,305,0,107,-0,113
1,353,0,107,-0,113
1,401,0,107,-0,114
1,449,0,107,-0,114
1,498,0,107,-0,114
1,546,0,107,-0,117
1,594,0,106,-0,120
1,643,0,106,-0,120
1,691,0,106,-0,116
1,739,0,106,-0,114
1,788,0,106,-0,111
1,836,0,107,-0,109
1,884,0,107,-0,109
1,933,0,106,-0,109
1,981,0,106,-0,110
2,029,0,106,-0,112
2,078,0,106,-0,113
2,126,0,107,-0,113
2,174,0,107,-0,113
2,222,0,106,-0,113
2,271,0,106,-0,114
2,319,0,106,-0,115
2,367,0,107,-0,117
2,416,0,107,-0,117
2,464,0,107,-0,118
2,512,0,107,-0,118
2,561,0,108,-0,115
2,609,0,108,-0,111
2,657,0,108,-0,110
2,706,0,108,-0,113
2,754,0,108,-0,113
2,802,0,108,-0,110
2,851,0,109,-0,109
2,899,0,108,-0,110
2,947,0,107,-0,110
2,996,0,105,-0,106
3,044,0,105,-0,101
3,092,0,108,−9,723E−2
3,140,0,108,−9,826E−2
3,189,0,108,-0,100
3,237,0,108,-0,102
3,285,0,108,-0,103
3,334,0,107,-0,105
3,382,0,107,-0,106
3,430,0,107,-0,107
3,479,0,108,-0,109
3,527,0,108,-0,111
3,575,0,108,-0,113
3,624,0,108,-0,114
3,672,0,108,-0,114
3,720,0,108,-0,113
3,769,0,108,-0,112
3,817,0,108,-0,112
3,865,0,108,-0,114
3,914,0,108,-0,114
3,962,0,107,-0,115
4,010,0,107,-0,116
4,058,0,107,-0,118
4,107,0,106,-0,117
4,155,0,107,-0,115
4,203,0,107,-0,112
4,252,0,107,-0,112
4,300,0,107,-0,114
4,348,0,107,-0,116
4,397,0,106,-0,116
4,445,0,106,-0,116
4,493,0,106,-0,115
4,542,0,106,-0,114
4,590,0,106,-0,114
4,638,0,106,-0,114
4,687,0,106,-0,114
4,735,0,106,-0,113
4,783,0,106,-0,112
4,831,0,106,-0,114
4,880,0,106,-0,117
4,928,0,105,-0,119
4,976,0,106,-0,124
5,025,0,106,-0,132
5,073,0,105,-0,136
5,121,0,105,-0,139
5,170,0,105,-0,139
5,218,0,107,-0,136
5,266,0,109,-0,131
5,315,0,111,-0,128
5,363,0,111,-0,126
5,411,0,112,-0,125
5,460,0,112,-0,124
5,508,0,113,-0,120
5,556,0,113,-0,116
5,605,0,113,-0,112
5,653,0,113,-0,106
5,701,0,113,-0,101
5,749,0,114,-0,101
5,798,0,113,-0,105
5,846,0,113,-0,106
5,894,0,112,-0,106
5,943,0,111,-0,104
5,991,0,111,-0,102
6,039,0,110,-0,102
6,088,0,109,-0,102
6,136,0,106,−9,915E−2
6,184,0,105,−9,684E−2
6,233,0,103,−9,680E−2
6,281,0,105,−9,980E−2
6,329,0,105,-0,106
6,378,9,752E−2,-0,110
6,426,0,103,-0,113
6,474,0,103,-0,113
6,523,0,102,-0,114
6,571,0,101,-0,114
6,619,0,101,-0,115
6,667,0,100,-0,116
6,716,0,100,-0,116
6,764,9,966E−2,-0,117
6,812,9,992E−2,-0,122
6,861,9,987E−2,-0,126
6,909,0,101,-0,128
6,957,0,101,-0,128
7,006,0,102,-0,129
7,054,0,102,-0,128
7,102,0,103,-0,125
7,151,0,105,-0,121
7,199,0,106,-0,119
7,247,0,107,-0,118
7,296,0,107,-0,117
7,344,0,108,-0,117
7,392,0,108,-0,116
7,440,0,109,-0,116
7,489,0,110,-0,117
7,537,0,109,-0,120
7,585,0,110,-0,121
7,634,0,110,-0,120
7,682,0,111,-0,120
7,730,0,111,-0,122
7,779,0,111,-0,123
7,827,0,112,-0,122
7,875,0,112,-0,120
7,924,0,112,-0,118
7,972,0,112,-0,116
8,020,0,112,-0,113
8,069,0,112,-0,111
8,117,0,111,-0,108
8,165,0,110,-0,105
8,214,0,110,-0,103
8,262,0,106,−9,721E−2
8,310,0,106,−9,622E−2
8,358,0,105,−9,881E−2
8,407,0,105,-0,102
8,455,0,104,-0,101
8,503,0,103,−9,849E−2
8,552,0,103,−9,876E−2
8,600,0,101,-0,102
8,648,0,106,-0,109
8,697,0,106,-0,114
8,745,0,106,-0,117
8,793,0,105,-0,117
8,842,0,105,-0,117
8,890,0,105,-0,116
8,938,0,104,-0,115
8,987,0,105,-0,113
9,035,0,105,-0,113
9,083,0,104,-0,116
9,132,0,105,-0,121
9,180,0,105,-0,127
9,228,0,104,-0,129
9,276,0,104,-0,130
9,325,0,104,-0,130
9,373,0,104,-0,129
9,421,0,104,-0,127
9,470,0,105,-0,122
9,518,0,107,-0,117
9,566,0,107,-0,117
9,615,0,107,-0,118
9,663,0,107,-0,119
9,711,0,108,-0,120
9,760,0,108,-0,121
9,808,0,108,-0,120
9,856,0,108,-0,118
9,905,0,108,-0,117
9,953,0,108,-0,115
10,001,0,109,-0,115
10,049,0,109,-0,119
10,098,0,109,-0,122
10,146,0,110,-0,123
10,194,0,110,-0,123
10,243,0,110,-0,121
10,291,0,111,-0,117
10,339,0,111,-0,116
10,388,0,110,-0,119
10,436,0,110,-0,119
10,484,0,110,-0,114
10,533,0,110,-0,110
10,581,0,109,-0,108
10,629,0,109,-0,105
10,678,0,109,-0,103
10,726,0,105,−9,800E−2
10,774,0,105,−9,795E−2
10,823,0,108,-0,100
10,871,0,108,-0,103
10,919,0,109,-0,107
10,967,0,109,-0,112
11,016,0,109,-0,115
11,064,0,109,-0,117
11,112,0,109,-0,118
11,161,0,109,-0,117
11,209,0,108,-0,117
11,257,0,108,-0,118
11,306,0,108,-0,119
11,354,0,108,-0,118
11,402,0,108,-0,116
11,451,0,108,-0,114
11,499,0,109,-0,115
11,547,0,109,-0,119
11,596,0,109,-0,124
11,644,0,108,-0,126
11,692,0,107,-0,125
11,741,0,107,-0,119
11,789,0,108,-0,113
11,837,0,109,-0,107
11,885,0,109,-0,105
11,934,0,109,-0,105
11,982,0,109,-0,107
12,030,0,108,-0,109
12,079,0,108,-0,111
12,127,0,108,-0,112
12,175,0,108,-0,113
12,224,0,107,-0,115
12,272,0,107,-0,116
12,320,0,107,-0,115
12,369,0,107,-0,114
12,417,0,106,-0,111
12,465,0,106,-0,111
12,514,0,105,-0,108
12,562,0,105,-0,108
12,610,0,106,-0,114
12,658,0,106,-0,118
12,707,0,106,-0,119
12,755,0,107,-0,117
12,803,0,107,-0,115
12,852,0,107,-0,114
12,900,0,107,-0,112
12,948,0,108,-0,110
12,997,0,108,-0,111
13,045,0,108,-0,119
13,093,0,109,-0,125
13,142,0,109,-0,127
13,190,0,109,-0,127
13,238,0,109,-0,126
13,287,0,109,-0,125
13,335,0,109,-0,124
13,383,0,109,-0,121
13,432,0,110,-0,116
13,480,0,111,-0,112
13,528,0,111,-0,111
13,576,0,111,-0,111
13,625,0,110,-0,111
13,673,0,110,-0,110
13,721,0,110,-0,108
13,770,0,109,-0,105
13,818,0,109,-0,103
13,866,0,108,-0,104
13,915,0,108,-0,106
13,963,0,108,-0,106
14,011,0,107,-0,106
