,mass A,,
t,x,y,
0,000,0,112,-0,102
0,058,0,111,-0,100
0,116,0,111,-0,100
0,175,0,110,-0,101
0,233,0,109,-0,100
0,291,0,108,-0,100
0,349,0,107,-0,100
0,408,0,106,−9,881E−2
0,466,0,105,−9,810E−2
0,524,0,104,−9,854E−2
0,582,0,103,−9,969E−2
0,641,0,102,-0,101
0,699,0,101,-0,103
0,757,0,100,-0,106
0,815,9,967E−2,-0,109
0,874,9,926E−2,-0,112
0,932,9,862E−2,-0,114
0,990,9,759E−2,-0,115
1,048,9,692E−2,-0,115
1,107,9,791E−2,-0,116
1,165,9,756E−2,-0,117
1,223,9,750E−2,-0,119
1,281,9,775E−2,-0,122
1,340,9,806E−2,-0,124
1,398,9,870E−2,-0,125
1,456,9,904E−2,-0,126
1,514,9,938E−2,-0,127
1,573,0,101,-0,128
1,631,0,102,-0,130
1,689,0,104,-0,132
1,747,0,105,-0,134
1,806,0,106,-0,134
1,864,0,107,-0,133
1,922,0,108,-0,134
1,980,0,109,-0,135
2,039,0,110,-0,135
2,097,0,110,-0,135
2,155,0,111,-0,135
2,213,0,112,-0,133
2,272,0,113,-0,131
2,330,0,114,-0,129
2,388,0,114,-0,127
2,446,0,114,-0,125
2,505,0,114,-0,123
2,563,0,114,-0,120
2,621,0,114,-0,117
2,679,0,114,-0,112
2,738,0,114,-0,108
2,796,0,111,-0,101
2,854,0,110,−9,931E−2
2,912,0,109,−9,866E−2
2,971,0,108,−9,862E−2
3,029,0,108,−9,924E−2
3,087,0,107,-0,101
3,145,0,107,-0,102
3,204,0,106,-0,102
3,262,0,105,-0,103
3,320,0,104,-0,103
3,378,0,102,-0,103
3,437,0,101,-0,104
3,495,0,100,-0,105
3,553,9,971E−2,-0,107
3,611,9,882E−2,-0,110
3,670,9,775E−2,-0,112
3,728,0,101,-0,115
3,786,9,987E−2,-0,117
3,844,9,914E−2,-0,120
3,903,9,878E−2,-0,123
3,961,9,835E−2,-0,124
4,019,9,832E−2,-0,125
4,077,9,835E−2,-0,127
4,136,9,865E−2,-0,128
4,194,9,892E−2,-0,130
4,252,9,924E−2,-0,130
4,310,0,100,-0,131
4,369,0,101,-0,131
4,427,0,102,-0,132
4,485,0,104,-0,131
4,543,0,105,-0,132
4,602,0,106,-0,133
4,660,0,107,-0,134
4,718,0,108,-0,135
4,776,0,109,-0,136
4,835,0,109,-0,138
4,893,0,110,-0,138
4,951,0,111,-0,138
5,009,0,112,-0,138
5,068,0,113,-0,138
5,126,0,114,-0,136
5,184,0,115,-0,132
5,242,0,115,-0,129
5,301,0,116,-0,127
5,359,0,116,-0,125
5,417,0,115,-0,123
5,475,0,115,-0,121
5,534,0,115,-0,119
5,592,0,115,-0,117
5,650,0,115,-0,115
5,708,0,114,-0,113
5,767,0,113,-0,110
5,825,0,112,-0,107
5,883,0,108,-0,103
5,941,0,108,-0,101
6,000,0,107,−9,926E−2
6,058,0,106,−9,827E−2
6,116,0,105,−9,836E−2
6,174,0,104,-0,101
6,233,0,104,-0,103
6,291,0,103,-0,106
6,349,0,102,-0,107
6,407,0,102,-0,109
6,466,0,100,-0,109
6,524,9,901E−2,-0,109
6,582,9,804E−2,-0,110
6,640,9,736E−2,-0,111
6,698,9,738E−2,-0,112
6,757,9,767E−2,-0,113
6,815,9,727E−2,-0,115
6,873,9,692E−2,-0,118
6,931,9,682E−2,-0,122
6,990,9,684E−2,-0,125
7,048,9,742E−2,-0,129
7,106,9,829E−2,-0,132
7,164,9,892E−2,-0,133
7,223,9,991E−2,-0,133
7,281,0,101,-0,132
7,339,0,103,-0,131
7,397,0,104,-0,131
7,456,0,105,-0,132
7,514,0,107,-0,133
7,572,0,108,-0,134
7,630,0,109,-0,135
7,689,0,110,-0,138
7,747,0,110,-0,141
7,805,0,110,-0,143
7,863,0,110,-0,144
7,922,0,110,-0,143
7,980,0,110,-0,140
8,038,0,110,-0,134
8,096,0,111,-0,128
8,155,0,111,-0,120
8,213,0,111,-0,113
8,271,0,112,-0,108
8,329,0,112,-0,105
8,388,0,110,−9,889E−2
8,446,0,109,−9,613E−2
8,504,0,108,−9,428E−2
8,562,0,106,−9,298E−2
8,621,0,105,−9,264E−2
8,679,0,104,−9,320E−2
8,737,0,102,−9,511E−2
8,795,0,101,−9,772E−2
8,854,9,995E−2,-0,100
8,912,9,922E−2,-0,103
8,970,9,888E−2,-0,106
9,028,9,851E−2,-0,109
9,087,9,726E−2,-0,111
9,145,9,620E−2,-0,113
9,203,9,550E−2,-0,115
9,261,9,547E−2,-0,118
9,320,9,599E−2,-0,122
9,378,9,602E−2,-0,125
9,436,9,600E−2,-0,127
9,494,9,653E−2,-0,129
9,553,9,715E−2,-0,131
9,611,9,787E−2,-0,132
9,669,9,879E−2,-0,135
9,727,0,100,-0,136
9,786,0,101,-0,136
9,844,0,103,-0,135
9,902,0,104,-0,134
9,960,0,105,-0,136
10,019,0,105,-0,139
10,077,0,106,-0,142
10,135,0,107,-0,145
10,193,0,108,-0,146
10,252,0,108,-0,145
10,310,0,109,-0,141
10,368,0,111,-0,135
10,426,0,112,-0,133
10,485,0,112,-0,132
10,543,0,111,-0,129
10,601,0,111,-0,125
10,659,0,110,-0,119
10,718,0,111,-0,113
10,776,0,111,-0,107
10,834,0,113,-0,103
10,892,0,113,−9,979E−2
10,951,0,110,−9,745E−2
11,009,0,110,−9,745E−2
11,067,0,110,−9,836E−2
11,125,0,108,-0,100
11,184,0,108,−9,944E−2
11,242,0,107,-0,100
11,300,0,106,-0,101
11,358,0,105,-0,101
11,417,0,103,-0,101
11,475,0,102,-0,102
11,533,9,995E−2,-0,104
