,mass A,,
t,x,y,
0,000,0,110,−9,117E−2
0,053,0,109,−8,851E−2
0,107,0,108,−8,787E−2
0,160,0,106,−8,911E−2
0,214,0,104,−9,207E−2
0,267,0,103,−9,526E−2
0,321,0,102,−9,927E−2
0,374,0,101,-0,103
0,428,9,908E−2,-0,106
0,481,9,778E−2,-0,109
0,534,9,626E−2,-0,112
0,588,9,473E−2,-0,114
0,641,9,324E−2,-0,117
0,695,9,136E−2,-0,118
0,748,8,959E−2,-0,119
0,802,8,739E−2,-0,120
0,855,8,537E−2,-0,120
0,909,8,723E−2,-0,120
0,962,8,618E−2,-0,122
1,015,8,514E−2,-0,123
1,069,8,441E−2,-0,125
1,122,8,418E−2,-0,127
1,176,8,448E−2,-0,128
1,229,8,543E−2,-0,129
1,283,8,634E−2,-0,130
1,336,8,693E−2,-0,131
1,390,8,757E−2,-0,133
1,443,8,861E−2,-0,135
1,496,9,026E−2,-0,137
1,550,9,205E−2,-0,140
1,603,9,335E−2,-0,143
1,657,9,474E−2,-0,146
1,710,9,624E−2,-0,150
1,764,9,754E−2,-0,154
1,817,9,870E−2,-0,158
1,871,9,999E−2,-0,161
1,924,0,102,-0,163
1,977,0,104,-0,165
2,031,0,106,-0,166
2,084,0,108,-0,167
2,138,0,109,-0,169
2,191,0,110,-0,172
2,245,0,110,-0,174
2,298,0,110,-0,176
2,352,0,109,-0,176
2,405,0,109,-0,176
2,458,0,109,-0,173
2,512,0,109,-0,170
2,565,0,110,-0,164
2,619,0,112,-0,157
2,672,0,113,-0,148
2,726,0,115,-0,139
2,779,0,115,-0,130
2,833,0,116,-0,123
2,886,0,116,-0,115
2,939,0,115,-0,108
2,993,0,111,-0,101
3,046,0,110,−9,657E−2
3,100,0,109,−9,368E−2
3,153,0,108,−9,171E−2
3,207,0,106,−9,135E−2
3,260,0,104,−9,195E−2
3,314,0,103,−9,387E−2
3,367,0,101,−9,642E−2
3,421,9,913E−2,−9,904E−2
3,474,9,712E−2,-0,102
3,527,9,543E−2,-0,106
3,581,9,401E−2,-0,109
3,634,9,262E−2,-0,113
3,688,9,087E−2,-0,116
3,741,8,836E−2,-0,119
3,795,8,623E−2,-0,121
3,848,8,459E−2,-0,124
3,902,8,319E−2,-0,126
3,955,8,059E−2,-0,128
4,008,8,450E−2,-0,131
4,062,8,349E−2,-0,131
4,115,8,287E−2,-0,132
4,169,8,288E−2,-0,131
4,222,8,356E−2,-0,130
4,276,8,484E−2,-0,130
4,329,8,545E−2,-0,131
4,383,8,570E−2,-0,134
4,436,8,596E−2,-0,138
4,489,8,655E−2,-0,142
4,543,8,778E−2,-0,147
4,596,8,940E−2,-0,150
4,650,9,103E−2,-0,154
4,703,9,221E−2,-0,158
4,757,9,280E−2,-0,162
4,810,9,405E−2,-0,166
4,864,9,587E−2,-0,170
4,917,9,782E−2,-0,173
4,970,9,963E−2,-0,176
5,024,0,100,-0,180
5,077,0,100,-0,185
5,131,9,986E−2,-0,190
5,184,9,951E−2,-0,195
5,238,9,944E−2,-0,198
5,291,9,935E−2,-0,200
5,345,9,917E−2,-0,201
5,398,9,892E−2,-0,201
5,451,9,940E−2,-0,200
5,505,9,974E−2,-0,198
5,558,0,100,-0,193
5,612,0,102,-0,189
5,665,0,104,-0,180
5,719,0,107,-0,169
5,772,0,110,-0,158
5,826,0,112,-0,147
5,879,0,113,-0,136
5,932,0,114,-0,127
5,986,0,115,-0,116
6,039,0,116,-0,107
6,093,0,116,-0,100
6,146,0,111,−9,455E−2
6,200,0,110,−9,187E−2
6,253,0,108,−9,088E−2
6,307,0,106,−9,148E−2
6,360,0,105,−9,286E−2
6,413,0,103,−9,502E−2
6,467,0,101,−9,757E−2
6,520,9,919E−2,-0,100
6,574,9,698E−2,-0,103
6,627,9,485E−2,-0,106
6,681,9,327E−2,-0,109
6,734,9,207E−2,-0,113
6,788,9,104E−2,-0,117
6,841,8,975E−2,-0,121
6,894,8,863E−2,-0,124
6,948,8,701E−2,-0,125
7,001,8,822E−2,-0,124
7,055,8,695E−2,-0,122
7,108,8,662E−2,-0,121
7,162,8,622E−2,-0,121
7,215,8,622E−2,-0,123
7,269,8,625E−2,-0,126
7,322,8,681E−2,-0,129
7,375,8,768E−2,-0,132
7,429,8,843E−2,-0,134
7,482,8,955E−2,-0,136
7,536,9,058E−2,-0,139
7,589,9,181E−2,-0,141
7,643,9,348E−2,-0,143
7,696,9,526E−2,-0,146
7,750,9,631E−2,-0,149
7,803,9,759E−2,-0,151
7,856,9,938E−2,-0,153
7,910,0,102,-0,154
7,963,0,104,-0,155
8,017,0,105,-0,158
8,070,0,107,-0,160
8,124,0,108,-0,161
8,177,0,109,-0,161
8,231,0,110,-0,162
8,284,0,111,-0,162
8,337,0,112,-0,162
8,391,0,112,-0,162
8,444,0,112,-0,159
8,498,0,112,-0,155
8,551,0,113,-0,151
8,605,0,115,-0,144
8,658,0,116,-0,137
8,712,0,117,-0,131
8,765,0,117,-0,123
8,818,0,117,-0,116
8,872,0,117,-0,110
8,925,0,116,-0,104
8,979,0,115,−9,980E−2
9,032,0,114,−9,809E−2
9,086,0,108,−9,752E−2
9,139,0,107,−9,655E−2
9,193,0,106,−9,626E−2
9,246,0,104,−9,649E−2
9,299,0,103,−9,747E−2
9,353,0,101,−9,968E−2
9,406,9,930E−2,-0,102
9,460,9,748E−2,-0,105
9,513,9,552E−2,-0,108
9,567,9,361E−2,-0,110
9,620,9,216E−2,-0,113
9,674,9,059E−2,-0,115
9,727,8,916E−2,-0,118
9,781,8,743E−2,-0,121
9,834,8,578E−2,-0,122
9,887,8,416E−2,-0,122
9,941,8,621E−2,-0,121
9,994,8,556E−2,-0,120
10,048,8,460E−2,-0,120
10,101,8,413E−2,-0,122
10,155,8,394E−2,-0,125
10,208,8,415E−2,-0,126
10,262,8,464E−2,-0,128
10,315,8,497E−2,-0,131
10,368,8,557E−2,-0,134
10,422,8,678E−2,-0,137
10,475,8,837E−2,-0,141
10,529,9,062E−2,-0,144
10,582,9,251E−2,-0,148
10,636,9,374E−2,-0,152
10,689,9,463E−2,-0,156
10,743,9,555E−2,-0,161
10,796,9,687E−2,-0,165
10,849,9,799E−2,-0,168
10,903,9,922E−2,-0,172
10,956,0,100,-0,175
11,010,0,102,-0,179
11,063,0,103,-0,181
11,117,0,104,-0,183
11,170,0,105,-0,184
11,224,0,105,-0,186
11,277,0,105,-0,187
11,330,0,105,-0,187
11,384,0,105,-0,186
11,437,0,105,-0,183
11,491,0,105,-0,179
11,544,0,107,-0,175
11,598,0,109,-0,166
11,651,0,111,-0,156
11,705,0,112,-0,146
11,758,0,113,-0,135
11,811,0,115,-0,126
11,865,0,115,-0,116
11,918,0,116,-0,109
11,972,0,116,-0,103
12,025,0,115,−9,903E−2
12,079,0,109,−9,382E−2
12,132,0,108,−9,119E−2
12,186,0,107,−8,977E−2
12,239,0,106,−8,888E−2
12,292,0,104,−9,010E−2
12,346,0,103,−9,267E−2
12,399,0,101,−9,535E−2
12,453,9,946E−2,−9,823E−2
12,506,9,780E−2,-0,101
12,560,9,638E−2,-0,104
12,613,9,459E−2,-0,108
12,667,9,282E−2,-0,110
12,720,9,100E−2,-0,113
12,773,8,940E−2,-0,115
12,827,8,767E−2,-0,118
12,880,9,071E−2,-0,123
12,934,8,904E−2,-0,125
12,987,8,736E−2,-0,127
13,041,8,603E−2,-0,128
13,094,8,570E−2,-0,129
13,148,8,570E−2,-0,129
13,201,8,628E−2,-0,131
13,254,8,666E−2,-0,133
13,308,8,660E−2,-0,135
13,361,8,683E−2,-0,136
13,415,8,757E−2,-0,137
13,468,8,949E−2,-0,137
