,mass A,,
t,x,y,
0,000,6,471E−2,-0,184
0,035,6,564E−2,-0,187
0,070,6,636E−2,-0,190
0,106,6,726E−2,-0,193
0,141,6,817E−2,-0,197
0,176,6,909E−2,-0,200
0,211,7,016E−2,-0,203
0,247,7,123E−2,-0,206
0,282,7,248E−2,-0,209
0,317,7,377E−2,-0,212
0,352,7,504E−2,-0,214
0,388,7,658E−2,-0,217
0,423,7,811E−2,-0,219
0,458,7,970E−2,-0,221
0,493,8,110E−2,-0,223
0,528,8,231E−2,-0,225
0,564,8,349E−2,-0,227
0,599,8,444E−2,-0,229
0,634,8,427E−2,-0,231
0,669,8,482E−2,-0,233
0,705,8,514E−2,-0,235
0,740,8,518E−2,-0,238
0,775,8,534E−2,-0,240
0,810,8,505E−2,-0,241
0,845,8,476E−2,-0,243
0,881,8,436E−2,-0,244
0,916,8,378E−2,-0,245
0,951,8,311E−2,-0,246
0,986,8,247E−2,-0,246
1,022,8,180E−2,-0,246
1,057,8,111E−2,-0,245
1,092,8,068E−2,-0,245
1,127,8,023E−2,-0,243
1,163,8,004E−2,-0,242
1,198,7,999E−2,-0,239
1,233,8,003E−2,-0,237
1,268,8,029E−2,-0,234
1,303,8,062E−2,-0,231
1,339,8,106E−2,-0,227
1,374,8,145E−2,-0,224
1,409,8,183E−2,-0,220
1,444,8,352E−2,-0,216
1,480,8,409E−2,-0,212
1,515,8,462E−2,-0,208
1,550,8,504E−2,-0,203
1,585,8,714E−2,-0,198
1,621,8,797E−2,-0,193
1,656,8,875E−2,-0,188
1,691,8,996E−2,-0,183
1,726,9,135E−2,-0,178
1,761,9,248E−2,-0,173
1,797,9,356E−2,-0,168
1,832,9,492E−2,-0,163
1,867,9,599E−2,-0,159
1,902,9,704E−2,-0,155
1,938,9,809E−2,-0,151
1,973,9,913E−2,-0,148
2,008,9,984E−2,-0,145
2,043,9,924E−2,-0,142
2,079,9,995E−2,-0,139
2,114,0,101,-0,136
2,149,0,101,-0,133
2,184,0,101,-0,131
2,219,0,101,-0,130
2,255,0,101,-0,128
2,290,0,100,-0,127
2,325,9,969E−2,-0,126
2,360,9,903E−2,-0,125
2,396,9,834E−2,-0,124
2,431,9,740E−2,-0,124
2,466,9,615E−2,-0,124
2,501,9,509E−2,-0,124
2,536,9,380E−2,-0,124
2,572,9,249E−2,-0,125
2,607,9,113E−2,-0,125
2,642,8,958E−2,-0,126
2,677,8,798E−2,-0,126
2,713,8,624E−2,-0,127
2,748,8,459E−2,-0,128
2,783,8,285E−2,-0,129
2,818,8,092E−2,-0,130
2,854,7,926E−2,-0,131
2,889,7,733E−2,-0,132
2,924,7,565E−2,-0,133
2,959,7,422E−2,-0,135
2,994,7,256E−2,-0,136
3,030,7,093E−2,-0,137
3,065,6,961E−2,-0,138
3,100,6,829E−2,-0,139
3,135,6,722E−2,-0,141
3,171,6,621E−2,-0,142
3,206,6,520E−2,-0,143
3,241,6,421E−2,-0,144
3,276,6,330E−2,-0,146
3,312,6,246E−2,-0,148
3,347,6,158E−2,-0,149
3,382,6,078E−2,-0,151
3,417,6,005E−2,-0,153
3,452,5,921E−2,-0,155
3,488,5,875E−2,-0,157
3,523,5,814E−2,-0,158
3,558,5,780E−2,-0,159
3,593,5,748E−2,-0,161
3,629,5,741E−2,-0,162
3,664,5,760E−2,-0,163
3,699,5,789E−2,-0,164
3,734,5,833E−2,-0,166
3,769,5,891E−2,-0,167
3,805,5,952E−2,-0,169
3,840,6,023E−2,-0,171
3,875,6,106E−2,-0,173
3,910,6,177E−2,-0,176
3,946,6,257E−2,-0,179
3,981,6,331E−2,-0,183
4,016,6,408E−2,-0,186
4,051,6,480E−2,-0,190
4,087,6,544E−2,-0,193
4,122,6,621E−2,-0,197
4,157,6,709E−2,-0,201
4,192,6,802E−2,-0,204
4,227,6,896E−2,-0,208
4,263,6,993E−2,-0,210
4,298,7,062E−2,-0,213
4,333,7,150E−2,-0,215
4,368,7,239E−2,-0,217
4,404,7,336E−2,-0,220
4,439,7,430E−2,-0,222
4,474,7,519E−2,-0,224
4,509,7,589E−2,-0,226
4,545,7,678E−2,-0,229
4,580,7,740E−2,-0,231
4,615,7,806E−2,-0,233
4,650,7,860E−2,-0,235
4,685,7,923E−2,-0,238
4,721,7,959E−2,-0,240
4,756,8,016E−2,-0,243
4,791,8,016E−2,-0,245
4,826,8,012E−2,-0,247
4,862,8,009E−2,-0,249
4,897,8,007E−2,-0,251
4,932,7,999E−2,-0,252
4,967,7,910E−2,-0,251
5,002,7,876E−2,-0,252
5,038,7,843E−2,-0,252
5,073,7,808E−2,-0,252
5,108,7,774E−2,-0,252
5,143,7,732E−2,-0,251
5,179,7,707E−2,-0,250
