,mass A,,
t,x,y,
0.000,-0.130,-4.863E-2
0.017,-0.130,-4.847E-2
0.033,-0.131,-4.829E-2
0.050,-0.131,-4.780E-2
0.067,-0.131,-4.753E-2
0.083,-0.131,-4.735E-2
0.100,-0.130,-4.705E-2
0.117,-0.130,-4.686E-2
0.133,-0.129,-4.679E-2
0.150,-0.128,-4.681E-2
0.167,-0.127,-4.698E-2
0.183,-0.126,-4.714E-2
0.200,-0.126,-4.735E-2
0.217,-0.126,-4.718E-2
0.233,-0.126,-4.710E-2
0.250,-0.126,-4.629E-2
0.267,-0.126,-4.567E-2
0.283,-0.126,-4.409E-2
0.300,-0.126,-4.281E-2
0.317,-0.126,-4.135E-2
0.333,-0.127,-4.059E-2
0.350,-0.127,-3.963E-2
0.367,-0.128,-3.945E-2
0.383,-0.128,-3.952E-2
0.400,-0.129,-4.018E-2
0.417,-0.129,-4.087E-2
0.433,-0.130,-4.199E-2
0.450,-0.131,-4.366E-2
0.467,-0.131,-4.531E-2
0.483,-0.132,-4.716E-2
0.500,-0.132,-4.887E-2
0.517,-0.132,-5.061E-2
0.533,-0.132,-5.206E-2
0.550,-0.132,-5.324E-2
0.567,-0.133,-5.355E-2
0.584,-0.133,-5.368E-2
0.600,-0.134,-5.356E-2
0.617,-0.134,-5.376E-2
0.634,-0.135,-5.386E-2
0.650,-0.135,-5.442E-2
0.667,-0.136,-5.459E-2
0.684,-0.136,-5.501E-2
0.700,-0.137,-5.569E-2
0.717,-0.137,-5.644E-2
0.734,-0.136,-5.690E-2
0.750,-0.136,-5.771E-2
0.767,-0.134,-5.846E-2
0.784,-0.133,-5.891E-2
0.800,-0.131,-5.906E-2
0.817,-0.130,-5.903E-2
0.834,-0.129,-5.903E-2
0.850,-0.128,-5.904E-2
0.867,-0.127,-5.910E-2
0.884,-0.127,-5.905E-2
0.900,-0.127,-5.906E-2
0.917,-0.126,-5.918E-2
0.934,-0.126,-5.976E-2
0.950,-0.125,-6.016E-2
0.967,-0.124,-6.089E-2
0.984,-0.123,-6.097E-2
1.000,-0.123,-6.153E-2
1.017,-0.123,-6.136E-2
1.034,-0.123,-6.135E-2
1.050,-0.123,-6.086E-2
1.067,-0.124,-6.056E-2
1.084,-0.124,-6.011E-2
1.100,-0.124,-5.958E-2
1.117,-0.124,-5.881E-2
1.134,-0.124,-5.834E-2
1.150,-0.124,-5.740E-2
1.167,-0.124,-5.686E-2
1.184,-0.124,-5.602E-2
1.200,-0.124,-5.581E-2
1.217,-0.124,-5.563E-2
1.234,-0.123,-5.579E-2
1.250,-0.123,-5.630E-2
1.267,-0.123,-5.679E-2
1.284,-0.123,-5.759E-2
1.300,-0.123,-5.791E-2
1.317,-0.123,-5.842E-2
1.334,-0.123,-5.849E-2
1.350,-0.122,-5.849E-2
1.367,-0.122,-5.797E-2
1.384,-0.122,-5.769E-2
1.400,-0.122,-5.686E-2
1.417,-0.122,-5.546E-2
1.434,-0.123,-5.369E-2
1.450,-0.123,-5.208E-2
1.467,-0.124,-5.062E-2
1.484,-0.124,-4.949E-2
1.500,-0.125,-4.858E-2
1.517,-0.125,-4.772E-2
1.534,-0.125,-4.694E-2
1.550,-0.125,-4.614E-2
1.567,-0.125,-4.569E-2
1.584,-0.125,-4.509E-2
1.600,-0.124,-4.446E-2
1.617,-0.124,-4.382E-2
1.634,-0.124,-4.329E-2
