	mass A		
t	x	y	
0.430	-7.934E-3	-0.106
0.478	-1.038E-2	-0.107
0.525	-1.234E-2	-0.102
0.573		
0.621		
0.669		
0.716	-9.927E-3	-7.763E-2
0.764		
0.812		
0.860	-5.667E-3	-0.114
0.907	-7.284E-3	-0.111
0.955	-6.390E-3	-9.804E-2
1.003	-8.903E-3	-9.213E-2
1.051	-1.539E-2	-8.486E-2
1.098		
1.146	-2.396E-2	-0.104
1.194	-2.956E-2	-9.148E-2
1.242	-3.251E-2	-8.460E-2
1.289		
1.337		
1.385		
1.433		
1.481		
1.528		
1.576		
1.624		
1.672		
1.719		
1.767		
1.815	-1.582E-2	-8.210E-2
1.863		
1.910	-1.063E-2	-0.112
1.958		
2.006		
2.054		
2.101		
2.149		
2.197	-4.328E-3	-8.547E-2
2.245	-2.276E-3	-0.100
2.292	-3.025E-3	-0.106
2.340	-5.674E-3	-0.108
2.388		
2.436	-2.174E-3	-9.687E-2
2.483	-1.182E-3	-9.226E-2
2.531	-9.563E-4	-9.173E-2
2.579	-1.112E-3	-9.173E-2
2.627	-1.635E-3	-9.811E-2
2.675	-1.460E-2	-0.103
2.722	-3.385E-3	-0.102
2.770	-4.973E-3	-0.106
2.818		
2.866		
2.913	-2.710E-2	-0.106
2.961		
3.009		
3.057	-2.382E-2	-0.106
3.104		
3.152		
3.200		
3.248		
3.295		
3.343		
3.391		
3.439		
3.486	-4.798E-2	-0.110
3.534	-6.019E-2	-9.713E-2
3.582	-5.003E-2	-7.541E-2
3.630	-4.380E-2	-9.276E-2
3.677	-3.266E-2	-0.119
3.725		
3.773		
3.821		
3.868		
3.916		
3.964		
4.012		
4.060		
4.107		
4.155		
4.203		
4.251		
4.298	6.205E-3	-9.210E-2
4.346	8.530E-3	-9.528E-2
4.394	6.436E-3	-0.101
4.442	4.567E-3	-0.101
4.489	2.532E-3	-0.103
4.537	2.097E-3	-9.876E-2
4.585	-1.179E-2	-0.101
4.633	5.793E-3	-0.106
4.680	4.997E-3	-0.117
4.728	4.376E-3	-0.122
4.776	1.504E-4	-0.114
4.824	-9.061E-3	-0.110
4.871	-1.286E-2	-0.101
4.919	-2.644E-2	-9.619E-2
4.967		
5.015		
5.062		
5.110		
5.158		
5.206		
5.254	-2.289E-2	-0.115
5.301	5.697E-3	-0.114
5.349	-5.674E-3	-0.115
5.397	-9.088E-3	-0.113
5.445	-1.175E-2	-0.107
5.492	-1.818E-2	-8.577E-2
5.540	-2.769E-2	-0.105
5.588	-1.010E-2	-0.109
5.636	-2.174E-2	-0.118
5.683	-3.394E-3	-0.114
