,mass A,,
t,x,y,
0.238,2.854E-3,-0.129
0.278,1.535E-2,-9.127E-2
0.318,1.555E-2,-9.346E-2
0.358,1.916E-2,-0.123
0.397,1.967E-2,-0.135
0.437,1.741E-2,-0.126
0.477,1.466E-2,-0.117
0.517,1.820E-2,-0.109
0.556,1.661E-2,-0.116
0.596,1.257E-2,-0.125
0.636,1.069E-2,-0.136
0.676,9.368E-3,-0.142
0.715,-2.633E-3,-0.148
0.755,-2.939E-4,-0.140
0.795,1.895E-2,-0.107
0.835,2.595E-2,-9.509E-2
0.874,3.023E-2,-0.114
0.914,3.125E-2,-0.125
0.954,2.672E-2,-0.121
0.994,3.020E-2,-0.116
1.033,2.860E-2,-0.110
1.073,3.135E-2,-0.119
1.113,2.612E-2,-0.127
1.153,2.432E-2,-0.119
1.192,3.015E-2,-0.118
1.232,3.443E-2,-0.123
1.272,3.481E-2,-0.130
1.312,3.119E-2,-0.128
1.351,2.815E-2,-0.122
1.391,2.877E-2,-0.114
1.431,2.959E-2,-0.109
1.471,2.925E-2,-0.115
1.510,2.911E-2,-9.491E-2
1.550,2.514E-2,-8.586E-2
1.590,2.627E-2,-9.049E-2
1.630,2.360E-2,-0.105
1.669,2.223E-2,-0.114
1.709,1.879E-2,-0.102
1.749,1.526E-2,-9.612E-2
1.789,1.425E-2,-0.112
1.828,7.558E-3,-0.120
1.868,1.009E-2,-8.657E-2
1.908,7.282E-3,-8.070E-2
1.948,7.191E-3,-0.114
1.987,2.705E-3,-0.134
2.027,-1.907E-3,-0.135
2.067,4.940E-3,-0.104
2.107,2.288E-3,-8.886E-2
2.146,1.717E-4,-0.113
2.186,-4.470E-3,-0.115
2.226,-1.047E-2,-8.330E-2
2.265,-2.038E-2,-8.143E-2
2.305,-2.313E-2,-0.114
2.345,-3.084E-2,-0.118
2.385,-2.699E-2,-9.499E-2
2.424,-2.604E-2,-6.563E-2
2.464,-1.112E-2,-0.102
2.504,-7.090E-3,-0.118
2.544,-1.089E-2,-0.113
2.583,-1.499E-2,-8.776E-2
2.623,-3.115E-3,-8.849E-2
2.663,-3.023E-3,-0.108
2.703,2.190E-3,-0.106
2.742,6.255E-3,-9.409E-2
2.782,1.358E-2,-9.364E-2
2.822,1.778E-2,-9.564E-2
