,mass A,,
t,x,y,
0.000,3.168E-3,-0.104
0.054,2.398E-3,-0.106
0.108,1.397E-4,-0.112
0.162,-2.629E-3,-0.116
0.216,-5.242E-3,-0.116
0.270,-3.952E-3,-0.106
0.324,-1.031E-3,-9.396E-2
0.378,-7.208E-3,-6.497E-2
0.432,-7.667E-3,-7.159E-2
0.486,-9.184E-3,-8.424E-2
0.540,-6.068E-3,-9.552E-2
0.594,7.782E-4,-0.122
0.648,5.876E-4,-0.135
0.702,-1.747E-3,-0.141
0.756,-4.220E-3,-0.137
0.810,-4.140E-3,-0.128
0.865,,
0.919,-1.101E-3,-0.109
0.973,2.603E-3,-9.272E-2
1.027,3.527E-3,-9.537E-2
1.081,4.494E-3,-0.110
1.135,6.110E-3,-0.106
1.189,8.092E-3,-0.115
1.243,6.782E-3,-0.120
1.297,5.409E-3,-0.116
1.351,6.010E-3,-0.116
1.405,6.939E-3,-0.111
1.459,2.389E-3,-0.106
1.513,8.973E-3,-8.890E-2
1.567,2.088E-4,-0.107
1.621,4.254E-3,-0.123
1.675,5.768E-3,-0.101
1.729,6.927E-3,-0.112
1.783,7.372E-3,-0.121
1.837,1.209E-3,-0.142
1.891,7.868E-3,-0.120
1.945,9.078E-3,-0.110
1.999,1.152E-2,-0.105
2.053,8.691E-3,-8.520E-2
2.107,6.855E-3,-8.840E-2
2.161,-9.577E-3,-0.109
2.215,3.097E-3,-0.114
2.269,5.275E-3,-0.124
2.323,4.201E-3,-0.131
2.377,2.931E-3,-0.124
2.431,4.044E-3,-0.111
2.485,7.477E-3,-8.619E-2
2.539,7.914E-3,-9.761E-2
2.594,-8.077E-3,-9.311E-2
2.648,4.949E-3,-0.106
2.702,3.760E-3,-0.120
2.756,2.208E-3,-0.114
2.810,-1.227E-3,-0.116
2.864,-7.003E-3,-0.111
2.918,-3.836E-3,-0.112
2.972,-6.385E-3,-0.103
3.026,-7.431E-3,-9.516E-2
3.080,-1.262E-2,-0.101
3.134,-1.273E-2,-0.115
3.188,-1.280E-2,-0.123
3.242,-1.229E-2,-0.115
3.296,-1.773E-2,-0.120
3.350,-1.557E-2,-0.121
3.404,-1.643E-2,-0.113
3.458,-1.458E-2,-0.100
3.512,-2.988E-2,-8.897E-2
3.566,-1.422E-2,-9.078E-2
3.620,-9.529E-3,-0.109
3.674,-7.949E-4,-0.128
3.728,4.329E-3,-0.139
3.782,-5.802E-3,-0.134
3.836,3.795E-3,-0.138
3.890,,
3.944,,
3.998,-2.645E-2,-0.105
4.052,-2.123E-2,-0.110
4.106,4.881E-3,-0.111
4.160,8.867E-3,-0.111
4.214,,
4.268,,
4.323,1.868E-3,-0.109
4.377,-3.162E-2,-9.633E-2
4.431,-2.252E-2,-0.105
4.485,-3.209E-3,-0.109
4.539,-4.159E-3,-0.120
4.593,-2.446E-3,-0.101
4.647,-3.184E-2,-0.111
4.701,-5.469E-3,-0.111
4.755,-4.846E-3,-0.105
4.809,-2.014E-2,-9.720E-2
4.863,-1.472E-2,-8.196E-2
4.917,-8.986E-3,-0.102
4.971,-2.808E-2,-0.133
5.025,-3.264E-3,-0.133
5.079,-1.748E-3,-0.141
5.133,-9.647E-3,-0.137
5.187,-8.782E-3,-0.130
5.241,-1.020E-2,-0.141
5.295,,
5.349,,
5.403,-2.457E-2,-0.104
5.457,-6.988E-3,-0.105
5.511,-6.133E-3,-0.119
5.565,-7.507E-3,-0.130
5.619,-1.934E-2,-0.119
5.673,-2.395E-2,-0.118
5.727,-1.626E-2,-0.123
5.781,-2.719E-2,-0.113
5.835,-2.920E-2,-7.985E-2
5.889,-3.211E-2,-8.625E-2
5.943,-3.051E-2,-0.131
5.997,-1.885E-2,-0.136
6.052,-2.887E-2,-0.129
6.106,-2.142E-2,-0.128
6.160,-3.250E-2,-0.108
6.214,-4.379E-2,-8.664E-2
6.268,-1.603E-2,-7.801E-2
6.322,-4.919E-2,-0.123
6.376,-3.348E-2,-0.129
6.430,-9.536E-3,-0.132
6.484,-9.997E-3,-0.141
6.538,-2.324E-2,-0.129
6.592,-2.309E-2,-0.131
6.646,-1.670E-2,-0.120
6.700,-3.771E-2,-8.299E-2
6.754,-1.437E-2,-8.514E-2
6.808,-1.940E-2,-6.656E-2
6.862,-2.020E-2,-7.397E-2
6.916,-2.189E-2,-0.128
6.970,4.013E-4,-0.129
7.024,-6.384E-3,-0.124
7.078,-1.737E-2,-0.122
7.132,-6.794E-3,-0.134
7.186,,
7.240,-4.300E-2,-9.661E-2
7.294,-2.156E-2,-9.580E-2
7.348,1.625E-3,-8.259E-2
7.402,2.894E-3,-0.108
7.456,6.731E-3,-0.120
7.510,6.182E-3,-0.132
7.564,3.040E-3,-0.111
7.618,1.020E-3,-0.112
7.672,1.020E-3,-0.112
7.726,-1.460E-3,-0.109
7.781,-7.557E-4,-0.103
7.835,-1.071E-3,-9.878E-2
7.889,-2.390E-3,-9.917E-2
7.943,-2.706E-3,-0.102
7.997,-5.318E-3,-0.102
8.051,-7.766E-3,-0.106
8.105,-7.766E-3,-0.106
8.159,-5.139E-2,-0.123
8.213,-8.408E-3,-0.110
8.267,-5.075E-2,-0.114
8.321,,
8.375,-3.555E-2,-8.296E-2
8.429,-1.412E-2,-8.034E-2
